,dataset,doc,sum,model_name,label,prompt,gen,res,true or false
664,XSumFaith,"Mr Charney, who also founded the company, was ousted last year because of the employee complaints and amid accusations of misuse of company funds.
In the San Francisco court filing, the board said it did not expect him ever to return to the firm.
Mr Charney's lawyer said many of the statements made were false.
""The company has engaged in an invasion of Mr Charney's privacy in a shameful attempt to extort him and gain leverage over him,"" said his lawyer Keith Fink.
The court filing documents evidence of illicit emails written to female employees by the former chief executive, as well as racially derogatory taunts.
They come in response to Mr Charney's defamation lawsuit against the company and its chair.
Mr Charney ""repeatedly engaged in conduct that violated the company's sexual harassment and anti-discrimination policy,"" the company's papers say.
""Given this set of facts... it would be hard to find any board of any company... that would be willing to hire Mr Charney as its CEO, executive, or employee. The risk to the company and its shareholders would just be too great,"" the board adds.
Earlier this month, American Apparel was granted a restraining order preventing him from making any negative statements in the press about the company and from trying to get board members removed.",american apparel\'s business has filed a lawsuit against its former chief executive keith charney.,TranS2S,0,"Document: Mr Charney, who also founded the company, was ousted last year because of the employee complaints and amid accusations of misuse of company funds. In the San Francisco court filing, the board said it did not expect him ever to return to the firm. Mr Charney's lawyer said many of the statements made were false. ""The company has engaged in an invasion of Mr Charney's privacy in a shameful attempt to extort him and gain leverage over him,"" said his lawyer Keith Fink. The court filing documents evidence of illicit emails written to female employees by the former chief executive, as well as racially derogatory taunts. They come in response to Mr Charney's defamation lawsuit against the company and its chair. Mr Charney ""repeatedly engaged in conduct that violated the company's sexual harassment and anti-discrimination policy,"" the company's papers say. ""Given this set of facts... it would be hard to find any board of any company... that would be willing to hire Mr Charney as its CEO, executive, or employee. The risk to the company and its shareholders would just be too great,"" the board adds. Earlier this month, American Apparel was granted a restraining order preventing him from making any negative statements in the press about the company and from trying to get board members removed.

Q: Can the following statement be inferred from the above document? Yes or No?
american apparel\'s business has filed a lawsuit against its former chief executive keith charney.

A:",<pad> No</s>,0,1
665,XSumFaith,"Ofsted says it has found evidence of children being taught in squalid conditions in three places in Birmingham which have now closed.
Anyone running illegal schools could face a jail term of up to 51 weeks.
Ministers are also consulting on plans for more regulation of places teaching for more than 6 to 8 hours a week.
Sir Michael Wilshaw, Chief Inspector of Schools in England, told the BBC this week that his inspectors were visibly shocked by the conditions they found.
It is understood that a total of 18 unregulated schools, mainly in Muslim communities in the Midlands, have been visited as part of an investigation in recent months.
Three places in Birmingham have been closed and the owners are being investigated under suspicion of running an illegal school.
Sir Michael said the cases uncovered were likely to be the ""tip of the iceberg"" and he was seriously concerned that children were at risk of being abused or radicalised.
Any place where children are taught for more than 20 hours a week has to register as a school.
Some places describing themselves as part-time education centres or ""flexi schools""  are operating within the law providing support for home-educated children.
But Ofsted and ministers are concerned that some are taking advantage of the legal right to home educate to operate what are in fact illegal schools.
In a letter to the education secretary on Friday, Sir Michael suggested officials had been slow to take decisive action in the three places which Ofsted had closed with the help of the local council.
""This was achieved in spite of your officials providing, what I believe to be, confusing and unhelpful advice to the proprietors that they could now apply to register their provision.""
The government has provided funding for a team of six inspectors whose job will be to investigate illegal schools.
While most of the places visited by Ofsted so far have been in Muslim communities, inspectors may also turn their attention to similar unregistered tuition centres operated by other groups.
""It will apply across the board, to any religious group whether Muslim group, Jewish group, or Christian group who wants to operate this sort of provision in unsafe accommodation, in unhygienic and filthy accommodation.
""It will apply to all religious groups, I want to make that absolutely clear,"" Sir Michael told the BBC.
The education secretary has now said she intends to go further.
""I have now asked Ofsted to prepare cases for prosecution against unregistered schools it has identified. For a child to spend a single day in one of these schools is unacceptable.""
In order for a prosecution to be brought against an unregistered school the Education Secretary has to give consent.
The government consultation on further regulation runs until mid-January.","ofsted chief sir michael wilshaw has said it is "" highly concerned "" about the government\'s handling of illegal schools in england.",TranS2S,0,"Document: Ofsted says it has found evidence of children being taught in squalid conditions in three places in Birmingham which have now closed. Anyone running illegal schools could face a jail term of up to 51 weeks. Ministers are also consulting on plans for more regulation of places teaching for more than 6 to 8 hours a week. Sir Michael Wilshaw, Chief Inspector of Schools in England, told the BBC this week that his inspectors were visibly shocked by the conditions they found. It is understood that a total of 18 unregulated schools, mainly in Muslim communities in the Midlands, have been visited as part of an investigation in recent months. Three places in Birmingham have been closed and the owners are being investigated under suspicion of running an illegal school. Sir Michael said the cases uncovered were likely to be the ""tip of the iceberg"" and he was seriously concerned that children were at risk of being abused or radicalised. Any place where children are taught for more than 20 hours a week has to register as a school. Some places describing themselves as part-time education centres or ""flexi schools"" are operating within the law providing support for home-educated children. But Ofsted and ministers are concerned that some are taking advantage of the legal right to home educate to operate what are in fact illegal schools. In a letter to the education secretary on Friday, Sir Michael suggested officials had been slow to take decisive action in the three places which Ofsted had closed with the help of the local council. ""This was achieved in spite of your officials providing, what I believe to be, confusing and unhelpful advice to the proprietors that they could now apply to register their provision."" The government has provided funding for a team of six inspectors whose job will be to investigate illegal schools. While most of the places visited by Ofsted so far have been in Muslim communities, inspectors may also turn their attention to similar unregistered tuition centres operated by other groups. ""It will apply across the board, to any religious group whether Muslim group, Jewish group, or Christian group who wants to operate this sort of provision in unsafe accommodation, in unhygienic and filthy accommodation. ""It will apply to all religious groups, I want to make that absolutely clear,"" Sir Michael told the BBC. The education secretary has now said she intends to go further. ""I have now asked Ofsted to prepare cases for prosecution against unregistered schools it has identified. For a child to spend a single day in one of these schools is unacceptable."" In order for a prosecution to be brought against an unregistered school the Education Secretary has to give consent. The government consultation on further regulation runs until mid-January.

Q: Can the following statement be inferred from the above document? Yes or No?
ofsted chief sir michael wilshaw has said it is "" highly concerned "" about the government\'s handling of illegal schools in england.

A:",<pad> No</s>,0,1
666,XSumFaith,"8 September 2016 Last updated at 15:33 BST
The fruit is still attached to the plant and is not yet ripe enough to eat.
Austin Grant from Sheffield had been dubious about the suitability of South Yorkshire's climate, but has finally seen some results.
""I was literally jumping for joy,"" the 62-year-old grandfather said.",a grandfather from sheffield has found a way to eat more fruit and vegetables.,TranS2S,0,"Document: 8 September 2016 Last updated at 15:33 BST The fruit is still attached to the plant and is not yet ripe enough to eat. Austin Grant from Sheffield had been dubious about the suitability of South Yorkshire's climate, but has finally seen some results. ""I was literally jumping for joy,"" the 62-year-old grandfather said.

Q: Can the following statement be inferred from the above document? Yes or No?
a grandfather from sheffield has found a way to eat more fruit and vegetables.

A:",<pad> No</s>,0,1
667,XSumFaith,"Monitor is looking into the financial sustainability of Southend University Hospital Foundation Trust ""on behalf of patients"", the NHS regulator said.
Finances became a concern when a planned £7.8m deficit grew, for which Monitor could see no recovery plan.
The hospital blamed the larger-than-anticipated deficit on growth in demand and increased staff recruitment.
Hospital chairman Alan Tobias OBE, said:  ""The overspend is a result of vital investment in services and more staff to ensure high standards of patient care as well as the rise in attendances.
""We welcome this review to clearly demonstrate to Monitor - as well as patients and stakeholders - our future financial plans are both robust and sustainable.""
The hospital has pledged to cut the deficit while maintaining ""high quality care for local people"" and said it was committed to returning to a surplus within three years.
Monitor said its investigation will look into the state of the hospital trust's finances, assess the strength of its financial management and explore ways of improving its sustainability, on behalf of patients across the region.
The investigation will also examine how the trust works with other local health and care organisations to respond to the financial challenges it faces.
Katherine Cawley, regional director at Monitor, said: ""People are relying on Southend to provide them with quality healthcare now and in the future, and we are concerned that this may be at risk because of the trust's poor financial performance.
""We have launched this investigation to find out more about the financial situation at the trust and to establish what can be done to improve things.""",a hospital trust that has seen its finances fall by £777m in a bid to save £777m over three years has been,TranS2S,0,"Document: Monitor is looking into the financial sustainability of Southend University Hospital Foundation Trust ""on behalf of patients"", the NHS regulator said. Finances became a concern when a planned £7.8m deficit grew, for which Monitor could see no recovery plan. The hospital blamed the larger-than-anticipated deficit on growth in demand and increased staff recruitment. Hospital chairman Alan Tobias OBE, said: ""The overspend is a result of vital investment in services and more staff to ensure high standards of patient care as well as the rise in attendances. ""We welcome this review to clearly demonstrate to Monitor - as well as patients and stakeholders - our future financial plans are both robust and sustainable."" The hospital has pledged to cut the deficit while maintaining ""high quality care for local people"" and said it was committed to returning to a surplus within three years. Monitor said its investigation will look into the state of the hospital trust's finances, assess the strength of its financial management and explore ways of improving its sustainability, on behalf of patients across the region. The investigation will also examine how the trust works with other local health and care organisations to respond to the financial challenges it faces. Katherine Cawley, regional director at Monitor, said: ""People are relying on Southend to provide them with quality healthcare now and in the future, and we are concerned that this may be at risk because of the trust's poor financial performance. ""We have launched this investigation to find out more about the financial situation at the trust and to establish what can be done to improve things.""

Q: Can the following statement be inferred from the above document? Yes or No?
a hospital trust that has seen its finances fall by £777m in a bid to save £777m over three years has been

A:",<pad> No</s>,0,1
668,XSumFaith,"Police said the boy was badly injured in the incident, after being struck in Coatbridge.
Emergency crews were called the scene on the town's Bank Street near Langloan Primary School at about 16:40.
The boy was taken to Queen Elizabeth University Hospital, in Glasgow, where his condition is believed to be serious.",a four-year-old boy is being treated in hospital after being hit by a car in north lanarkshire.,TranS2S,0,"Document: Police said the boy was badly injured in the incident, after being struck in Coatbridge. Emergency crews were called the scene on the town's Bank Street near Langloan Primary School at about 16:40. The boy was taken to Queen Elizabeth University Hospital, in Glasgow, where his condition is believed to be serious.

Q: Can the following statement be inferred from the above document? Yes or No?
a four-year-old boy is being treated in hospital after being hit by a car in north lanarkshire.

A:",<pad> No</s>,0,1
669,XSumFaith,"Ryan Walls took pictures of 101 passengers during the Edinburgh Festival in 2015.
The 42-year-old said only two people refused out of the 103 people he asked due to being in a hurry and having a bad hair day.
Now the father-of-three's pictures will go on display at Out of the Blue Drill Hall, Dalmeny Street, in August.
Mr Walls told the BBC Scotland news website how he took photographs of a hen party, stag do, football fans, a chef, a high court judge and a TV agony aunt from Kuwait.
He said: ""Everyone was so nice. One of the pictures is of a passenger who was in such a hurry that he couldn't wait for another taxi when I discovered the central locking system was broken so I had to pull him in and out of the taxi window.
""I also had an elderly former English teacher who had suddenly decided she wanted to go out to a show at the festival at the last minute and she had lots of words of encouragement for me so I really enjoyed chatting with her.
""I also got a Jambo fan and was worried I wasn't going to get a Hibs fan but luckily I did.
""I'm really interested in people and wanted to capture that moment in my cab, I only had seconds to take a few pictures and I'm really pleased with the end result.""
The exhibition runs from 31 July until 5 August.","a teacher from edinburgh who was found with head injuries on a taxi has told a court he "" didn\'t expect to pull out "".",TranS2S,0,"Document: Ryan Walls took pictures of 101 passengers during the Edinburgh Festival in 2015. The 42-year-old said only two people refused out of the 103 people he asked due to being in a hurry and having a bad hair day. Now the father-of-three's pictures will go on display at Out of the Blue Drill Hall, Dalmeny Street, in August. Mr Walls told the BBC Scotland news website how he took photographs of a hen party, stag do, football fans, a chef, a high court judge and a TV agony aunt from Kuwait. He said: ""Everyone was so nice. One of the pictures is of a passenger who was in such a hurry that he couldn't wait for another taxi when I discovered the central locking system was broken so I had to pull him in and out of the taxi window. ""I also had an elderly former English teacher who had suddenly decided she wanted to go out to a show at the festival at the last minute and she had lots of words of encouragement for me so I really enjoyed chatting with her. ""I also got a Jambo fan and was worried I wasn't going to get a Hibs fan but luckily I did. ""I'm really interested in people and wanted to capture that moment in my cab, I only had seconds to take a few pictures and I'm really pleased with the end result."" The exhibition runs from 31 July until 5 August.

Q: Can the following statement be inferred from the above document? Yes or No?
a teacher from edinburgh who was found with head injuries on a taxi has told a court he "" didn\'t expect to pull out "".

A:",<pad> No</s>,0,1
670,XSumFaith,"The police allege 28-year-old Nazrul, also called Nazu, was the man who raped the 74-year-old nun.
The man, allegedly a Bangladeshi citizen, was arrested at a railway station in Kolkata (Calcutta).
The incident caused outrage in India and led to street protests in many cities across the country.
This marks the sixth arrest in the crime.
Police have identified eight suspects in the attack, of which two still remain untraced.
""All the five accused arrested earlier have named Nazrul as the person who raped the nun,"" a police officer told the BBC.
Dilip Kumar Adak, deputy inspector general of the state's Criminal Investigation Department, told the AFP news agency that police acted on a tip off that Nazu, who had fled to Bangladesh after being identified from CCTV footage of the attack, was due to return to Kolkata by train.
In May, the police said they had arrested Milon Sarkar and described him as the leader of the gang which attacked the convent. They said it was not clear what role the man had played in the case.
During the attack in Ranaghat town on 14 March, money was stolen from the convent school and the building ransacked, before the nun was raped in the convent itself.",police in the indian city of kolkata ( calcutta ) have charged a man with raping a nun in their home town of kolkata ( calcutta ).,TranS2S,0,"Document: The police allege 28-year-old Nazrul, also called Nazu, was the man who raped the 74-year-old nun. The man, allegedly a Bangladeshi citizen, was arrested at a railway station in Kolkata (Calcutta). The incident caused outrage in India and led to street protests in many cities across the country. This marks the sixth arrest in the crime. Police have identified eight suspects in the attack, of which two still remain untraced. ""All the five accused arrested earlier have named Nazrul as the person who raped the nun,"" a police officer told the BBC. Dilip Kumar Adak, deputy inspector general of the state's Criminal Investigation Department, told the AFP news agency that police acted on a tip off that Nazu, who had fled to Bangladesh after being identified from CCTV footage of the attack, was due to return to Kolkata by train. In May, the police said they had arrested Milon Sarkar and described him as the leader of the gang which attacked the convent. They said it was not clear what role the man had played in the case. During the attack in Ranaghat town on 14 March, money was stolen from the convent school and the building ransacked, before the nun was raped in the convent itself.

Q: Can the following statement be inferred from the above document? Yes or No?
police in the indian city of kolkata ( calcutta ) have charged a man with raping a nun in their home town of kolkata ( calcutta ).

A:",<pad> No</s>,0,1
671,XSumFaith,"The Daggers, who reached League One in 2010, needed victory to keep their slim survival hopes alive.
Goals from Jamie Cureton and Clevid Dikamona gave them hope after Jay Simpson fired the O's into a 2-0 lead.
But Armand Gnanduillet fired in the winner to relegate Dagenham and keep Orient's play-off hopes alive.
Dagenham reached the Football League for the first time in their history in 2007, but they now return to the National League under John Still, the same manager who took the club from the Conference to League One.
The Daggers have League Two's worst goal difference, and have conceded 20 goals more this season than they had at this point last term.
Still's side have also struggled in attack, with 40-year-old striker Jamie Cureton netting nine goals, compared to the 20 he scored as Dagenham finished 14th in the 2014-15 campaign.
Boss Still, who returned for his third spell at the club in December, told BBC Radio London on Wednesday that he is committed to helping the Daggers gain promotion from the National League next season.
Victory leaves Orient two points adrift of the play-off spots and comes four days after player-manager Kevin Nolan was removed from his managerial role.
Leyton Orient interim manager Andy Hessenthaler told BBC Radio London:
Media playback is not supported on this device
""For me to lose two managers this season has been very tough and I've found it very hard this week.
""We had to be professional, we're here to do a job and if I wasn't professional then I wouldn't be true to myself.
""We owe it to the fans. At the end of the day there's nobody bigger than the football club - the fans are the biggest part of the football club.
""We made it a little bit nervy because we gave two sloppy goals away, but in the end that's what we need to do now - we need to win games if we're going to get into the play-offs.""
Dagenham & Redbridge manager John Still told BBC Radio London:
""I think for half an hour in the first half we lacked organisation and lacked discipline.
""If you haven't got organisation and you haven't got the discipline to play 90 minutes, the outcome is inevitable.
""Dagenham over the years are going to get beat, it's responding to that that the club's not been able to do this year.""",dagenham and dagenham & redbridge are still searching for a third straight league win as they beat dagenham & redbridge.,TranS2S,0,"Document: The Daggers, who reached League One in 2010, needed victory to keep their slim survival hopes alive. Goals from Jamie Cureton and Clevid Dikamona gave them hope after Jay Simpson fired the O's into a 2-0 lead. But Armand Gnanduillet fired in the winner to relegate Dagenham and keep Orient's play-off hopes alive. Dagenham reached the Football League for the first time in their history in 2007, but they now return to the National League under John Still, the same manager who took the club from the Conference to League One. The Daggers have League Two's worst goal difference, and have conceded 20 goals more this season than they had at this point last term. Still's side have also struggled in attack, with 40-year-old striker Jamie Cureton netting nine goals, compared to the 20 he scored as Dagenham finished 14th in the 2014-15 campaign. Boss Still, who returned for his third spell at the club in December, told BBC Radio London on Wednesday that he is committed to helping the Daggers gain promotion from the National League next season. Victory leaves Orient two points adrift of the play-off spots and comes four days after player-manager Kevin Nolan was removed from his managerial role. Leyton Orient interim manager Andy Hessenthaler told BBC Radio London: Media playback is not supported on this device ""For me to lose two managers this season has been very tough and I've found it very hard this week. ""We had to be professional, we're here to do a job and if I wasn't professional then I wouldn't be true to myself. ""We owe it to the fans. At the end of the day there's nobody bigger than the football club - the fans are the biggest part of the football club. ""We made it a little bit nervy because we gave two sloppy goals away, but in the end that's what we need to do now - we need to win games if we're going to get into the play-offs."" Dagenham & Redbridge manager John Still told BBC Radio London: ""I think for half an hour in the first half we lacked organisation and lacked discipline. ""If you haven't got organisation and you haven't got the discipline to play 90 minutes, the outcome is inevitable. ""Dagenham over the years are going to get beat, it's responding to that that the club's not been able to do this year.""

Q: Can the following statement be inferred from the above document? Yes or No?
dagenham and dagenham & redbridge are still searching for a third straight league win as they beat dagenham & redbridge.

A:",<pad> No</s>,0,1
672,XSumFaith,"The weather also hit Norfolk and Lincolnshire, where homes were evacuated and an air display cancelled.
BBC Weather said 50mm of rain fell in Cambridgeshire in an hour, damaging the banks of the River Nene in March.
A Tesco shopper said water was ""pouring through the ceiling near the fresh fish counter"".
Richard Mayer, 32, became trapped in his car at Bar Hill while he was visiting to buy a home in the area.
Speaking from the vehicle he said: ""Water is lapping over the kerb now. People can walk through it, but it's far more than you'd want to drive through.
""I'm sitting in my car on the pavement in order to maintain some height just down from the Bar Hill roundabout near Tesco.
""There are cars everywhere and the flooding is getting worse as people are trying to drive through it, but their engines are cutting out which is causing them to block the road.""
Fire service group commander Ryan Stacey said: ""We have seven crews currently in the March, Doddington and Wisbech St Mary areas, assisting with evacuating residents, salvaging and pumping water out of homes.
""The exact number of properties affected cannot be confirmed, but we understand that we are assisting currently at least 60 properties.""
He warned: ""Don't try to drive through standing water - as well as the water damaging your car, there may be hazards under the water you can't see.""
A rest centre was opened in St John the Evangelist Parish Hall in Queens Street, March.
There have also been reports of flash flooding in west Norfolk.
Norfolk Fire and Rescue Service said officers have been dealing with about 40 flood-related calls with ongoing incidents in Swaffham, Necton, Outwell and Downham Market.
Police in Cambridgeshire urged people to avoid driving on the county's roads unless absolutely necessary due to the ""deluge of rain currently being experienced"".
Ch Insp Nick Night said: ""We are assisting partner agencies including the Highways Agency, Fire and Rescue Service, Fenland District Council and Cambridgeshire County Council with road closures, evacuating residents and pulling vehicles out of flood water.
""We do not have a stock of sandbags, so please do not call 999 requesting any.""
The UK Power Network said it had been working to restore power to homes and about 400 homes were still without power at about 21:00 BST on Friday.",hundreds of homes were left without power after flash floods hit parts of the east of england.,TranS2S,0,"Document: The weather also hit Norfolk and Lincolnshire, where homes were evacuated and an air display cancelled. BBC Weather said 50mm of rain fell in Cambridgeshire in an hour, damaging the banks of the River Nene in March. A Tesco shopper said water was ""pouring through the ceiling near the fresh fish counter"". Richard Mayer, 32, became trapped in his car at Bar Hill while he was visiting to buy a home in the area. Speaking from the vehicle he said: ""Water is lapping over the kerb now. People can walk through it, but it's far more than you'd want to drive through. ""I'm sitting in my car on the pavement in order to maintain some height just down from the Bar Hill roundabout near Tesco. ""There are cars everywhere and the flooding is getting worse as people are trying to drive through it, but their engines are cutting out which is causing them to block the road."" Fire service group commander Ryan Stacey said: ""We have seven crews currently in the March, Doddington and Wisbech St Mary areas, assisting with evacuating residents, salvaging and pumping water out of homes. ""The exact number of properties affected cannot be confirmed, but we understand that we are assisting currently at least 60 properties."" He warned: ""Don't try to drive through standing water - as well as the water damaging your car, there may be hazards under the water you can't see."" A rest centre was opened in St John the Evangelist Parish Hall in Queens Street, March. There have also been reports of flash flooding in west Norfolk. Norfolk Fire and Rescue Service said officers have been dealing with about 40 flood-related calls with ongoing incidents in Swaffham, Necton, Outwell and Downham Market. Police in Cambridgeshire urged people to avoid driving on the county's roads unless absolutely necessary due to the ""deluge of rain currently being experienced"". Ch Insp Nick Night said: ""We are assisting partner agencies including the Highways Agency, Fire and Rescue Service, Fenland District Council and Cambridgeshire County Council with road closures, evacuating residents and pulling vehicles out of flood water. ""We do not have a stock of sandbags, so please do not call 999 requesting any."" The UK Power Network said it had been working to restore power to homes and about 400 homes were still without power at about 21:00 BST on Friday.

Q: Can the following statement be inferred from the above document? Yes or No?
hundreds of homes were left without power after flash floods hit parts of the east of england.

A:",<pad> Yes</s>,1,0
673,XSumFaith,"Thirty-six whales were rescued and pushed back into the sea at Tuticorin on Tuesday, but 28 of them floated back to the shore and died on Wednesday.
Earlier, 45 whales died after 81 of the animals were stranded on Monday.
The last time such an incident occurred in Tuticorin was in 1973 when 147 whales died.
Local fishermen, helped by officials, have been using mechanised boats to float the stranded whales back into the sea, but many of the animals have returned to the shore, BBC Hindi's Imran Qureshi reports.
""This is a well known phenomenon. When there is mass stranding, whales return ashore. Pilot whales are very social animals and they live in groups. They are very aware that some of their group members are in distress on the shore, possibly dead, so they don't wish to go back into the sea,"" whale expert Dr Kumaran Sathasivam said.
The dead whales are being buried near the shore at Tuticorin, officials say.",rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of,TranS2S,0,"Document: Thirty-six whales were rescued and pushed back into the sea at Tuticorin on Tuesday, but 28 of them floated back to the shore and died on Wednesday. Earlier, 45 whales died after 81 of the animals were stranded on Monday. The last time such an incident occurred in Tuticorin was in 1973 when 147 whales died. Local fishermen, helped by officials, have been using mechanised boats to float the stranded whales back into the sea, but many of the animals have returned to the shore, BBC Hindi's Imran Qureshi reports. ""This is a well known phenomenon. When there is mass stranding, whales return ashore. Pilot whales are very social animals and they live in groups. They are very aware that some of their group members are in distress on the shore, possibly dead, so they don't wish to go back into the sea,"" whale expert Dr Kumaran Sathasivam said. The dead whales are being buried near the shore at Tuticorin, officials say.

Q: Can the following statement be inferred from the above document? Yes or No?
rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of

A:",<pad> No</s>,0,1
674,XSumFaith,"Crews were called to a building site in Bloomery Circle, Llanwern, at 21:15 BST on Wednesday.
The blaze burned for more than 10 hours before it was extinguished.
It is understood the burning material included a large amount of scrapped railway sleepers.
A Gwent Police spokesman said: ""Officers are investigating the circumstances surrounding the fire... which is believed to have been deliberately set.""",a fire at a former railway station in newport is thought to have been destroyed by a fire.,TranS2S,0,"Document: Crews were called to a building site in Bloomery Circle, Llanwern, at 21:15 BST on Wednesday. The blaze burned for more than 10 hours before it was extinguished. It is understood the burning material included a large amount of scrapped railway sleepers. A Gwent Police spokesman said: ""Officers are investigating the circumstances surrounding the fire... which is believed to have been deliberately set.""

Q: Can the following statement be inferred from the above document? Yes or No?
a fire at a former railway station in newport is thought to have been destroyed by a fire.

A:",<pad> No</s>,0,1
675,XSumFaith,"He also cancelled an investigation into claims of abuse of power revealed by covert recordings, saying he wanted to ""put an end to the agony"" ahead of early elections in June.
But his move was condemned both by the opposition and by EU officials.
Macedonia has been in turmoil since the recordings were released in 2015.
In a televised address on Tuesday, President Ivanov said he acted to ""defend national interests"".
""I've decided to put an end to the agony and, metaphorically speaking, to cut a knot,'' he said, without referring to any politicians by name.
Opposition leader Zoran Zaev said the move was illegal, urging protesters to gather in the capital Skopje. A crowd of several hundred people later gathered outside the prosecutor's office.
Meanwhile, EU Enlargement Commissioner Johannes Hahn said: ""Today's actions of President Ivanov are not in line with my understanding of rule of law.""
Mr Hahn added that the move put Macedonia's EU membership ambitions at risk.
The crisis was sparked by covert recordings which appear to show ministers plotting vote-rigging and the cover-up of a murder.
Mr Zaev has been releasing a steady stream of recordings since February 2015, accusing the government of wiretapping 20,000 people, including politicians, journalists and religious leaders.
He says that scores of leaked recordings reveal corruption at the highest levels of government, including the mismanagement of funds, dubious criminal prosecutions of opponents and even cover-ups of killings.
The government denies the accusations, and in return has accused Mr Zaev of trying to ""destabilise"" the Balkan nation.
He rejects the claim.",macedonia\'s prime minister james hahn has cancelled a vote of no confidence in the eu\'s anti-government protests.,TranS2S,0,"Document: He also cancelled an investigation into claims of abuse of power revealed by covert recordings, saying he wanted to ""put an end to the agony"" ahead of early elections in June. But his move was condemned both by the opposition and by EU officials. Macedonia has been in turmoil since the recordings were released in 2015. In a televised address on Tuesday, President Ivanov said he acted to ""defend national interests"". ""I've decided to put an end to the agony and, metaphorically speaking, to cut a knot,'' he said, without referring to any politicians by name. Opposition leader Zoran Zaev said the move was illegal, urging protesters to gather in the capital Skopje. A crowd of several hundred people later gathered outside the prosecutor's office. Meanwhile, EU Enlargement Commissioner Johannes Hahn said: ""Today's actions of President Ivanov are not in line with my understanding of rule of law."" Mr Hahn added that the move put Macedonia's EU membership ambitions at risk. The crisis was sparked by covert recordings which appear to show ministers plotting vote-rigging and the cover-up of a murder. Mr Zaev has been releasing a steady stream of recordings since February 2015, accusing the government of wiretapping 20,000 people, including politicians, journalists and religious leaders. He says that scores of leaked recordings reveal corruption at the highest levels of government, including the mismanagement of funds, dubious criminal prosecutions of opponents and even cover-ups of killings. The government denies the accusations, and in return has accused Mr Zaev of trying to ""destabilise"" the Balkan nation. He rejects the claim.

Q: Can the following statement be inferred from the above document? Yes or No?
macedonia\'s prime minister james hahn has cancelled a vote of no confidence in the eu\'s anti-government protests.

A:",<pad> No</s>,0,1
676,XSumFaith,"A formal complaint has been made to the European Commission by a group of Italian consumers' organisations.
They accuse McDonald's of forcing franchisees to pay excessive rents and high fees.
McDonald's said it shared risks and rewards with its licencees.
In a statement, McDonald's said: ""We are proud of our franchisees and are committed to working closely together so that they have the support they need to operate their restaurants and their businesses.
""This approach, with the principle of sharing risk and reward, has been successful for many years and has helped create the best business opportunities for our franchisees and the best overall experience for our customers.""
The Service Employees International Union (SEIU) and European unions, including the Bakers Food and Allied Workers Union in the UK, are supporting the formal antitrust complaint.
""McDonald's abuse of its dominant market position hurts everyone: franchisees, consumers, and workers. We strongly urge the European Commission to investigate the charges and to use all of its powers to hold McDonald's accountable,"" said SEIU organising director, Scott Courtney.
The European Commission said it would now study the submission. It has the powers to launch an investigation if it believes the allegations are founded.
The consumer organisations claim franchisees are prevented from switching to competitors because McDonald's makes them sign longer-than-average contracts.
They also said licensees lease premises from the company at above market rates.
It is claimed this leads to poorer consumer choice and higher prices in franchise stores as opposed to those owned directly by the company.
Franchisees own and operate 73% of McDonald's restaurants in Europe.
McDonald's received $9.27bn (Â£6.40bn) in revenues from its franchised restaurants worldwide in 2014.",mcdonald\'s is being investigated by the european commission over its long-running dispute with mcdonald\'s.,TranS2S,0,"Document: A formal complaint has been made to the European Commission by a group of Italian consumers' organisations. They accuse McDonald's of forcing franchisees to pay excessive rents and high fees. McDonald's said it shared risks and rewards with its licencees. In a statement, McDonald's said: ""We are proud of our franchisees and are committed to working closely together so that they have the support they need to operate their restaurants and their businesses. ""This approach, with the principle of sharing risk and reward, has been successful for many years and has helped create the best business opportunities for our franchisees and the best overall experience for our customers."" The Service Employees International Union (SEIU) and European unions, including the Bakers Food and Allied Workers Union in the UK, are supporting the formal antitrust complaint. ""McDonald's abuse of its dominant market position hurts everyone: franchisees, consumers, and workers. We strongly urge the European Commission to investigate the charges and to use all of its powers to hold McDonald's accountable,"" said SEIU organising director, Scott Courtney. The European Commission said it would now study the submission. It has the powers to launch an investigation if it believes the allegations are founded. The consumer organisations claim franchisees are prevented from switching to competitors because McDonald's makes them sign longer-than-average contracts. They also said licensees lease premises from the company at above market rates. It is claimed this leads to poorer consumer choice and higher prices in franchise stores as opposed to those owned directly by the company. Franchisees own and operate 73% of McDonald's restaurants in Europe. McDonald's received $9.27bn (Â£6.40bn) in revenues from its franchised restaurants worldwide in 2014.

Q: Can the following statement be inferred from the above document? Yes or No?
mcdonald\'s is being investigated by the european commission over its long-running dispute with mcdonald\'s.

A:",<pad> No</s>,0,1
